
# new_sentence = yes, end_paragraph=no
# text = יש לסמן את התיבה המאשרת את תנאי השימוש ולנסות שוב.
11	פְּרָטִים	פרט	NOUN	NOUN	Gender=Masc|Number=Plur	פְּרָט	_
12-13	הַבָּאִים	_	_	_	_
12	הַ	ה	SCONJ	SCONJ
13	בָּאִים	בא	VERB	VERB	Gender=Masc|HebBinyan=PAAL|HebRoot=בוא|Number=Plur|Person=1,2,3|VerbForm=Part|Voice=Act	בָּא	_
14	:		PUNCT	PUNCT		:	_

# new_sentence = yes, end_paragraph=yes
# text = האם ניתן לצרוך את השירות בנייד?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
3	לִצְרֹךְ	צרך	VERB	VERB	HebBinyan=PAAL|HebRoot=צרך|VerbForm=Inf|Voice=Act	צָרַךְ	_
4	אֶת	את	ADP	ADP		אֶת	_
5-6	הַשֵּׁרוּת	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	שֵּׁרוּת	שירות	NOUN	NOUN	Gender=Masc|Number=Sing	שֵׁרוּת	_
7-9	בַּנַּיָּד	_	_	_	_
7	בַּ	ב	ADP	ADP
8	ה_	ה	DET	DET	PronType=Art
9	נַּיָּד	נייד	NOUN	NOUN	Gender=Masc|Number=Sing	נַיָּד	_
10	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=no
# text = יש לשאול את האזרח אם ניתן לסייע בדבר נוסף.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לִשְׁאֹל	שאל	VERB	VERB	HebBinyan=PAAL|HebRoot=שׁאל|VerbForm=Inf|Voice=Act	שָׁאַל	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הָאֶזְרָח	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
6	אִם	אם	CCONJ	CCONJ		אִם	_
7	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
8	לְסַיֵּעַ	סייע	VERB	VERB	HebBinyan=PIEL|HebRoot=סיע|VerbForm=Inf|Voice=Act	סִיֵּעַ	_
9-10	בְּדָבָר	_	_	_	_
9	בְּ	ב	ADP	ADP
10	דָבָר	דבר	NOUN	NOUN	Gender=Masc|Number=Sing	דָּבָר	_
11	נוֹסָף	נוסף	ADJ	ADJ	Gender=Masc|Number=Sing	נוֹסָף	_
12	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = האם ניתן לצרוך את השירות במחשב?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
3	לִצְרֹךְ	צרך	VERB	VERB	HebBinyan=PAAL|HebRoot=צרך|VerbForm=Inf|Voice=Act	צָרַךְ	_
4	אֶת	את	ADP	ADP		אֶת	_
5-6	הַשֵּׁרוּת	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	שֵּׁרוּת	שירות	NOUN	NOUN	Gender=Masc|Number=Sing	שֵׁרוּת	_
7-8	בְּמַחְשֵׁב	_	_	_	_
7	בְּ	ב	ADP	ADP
8	מַחְשֵׁב	מחשיב	NOUN	NOUN	Gender=Masc|Number=Sing	מַחְשֵׁב	_
9	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=no
# text = יש להפנות את האזרח לשירות לא מזוהה, במידה וניתן. 
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְהַפְנוֹת	הפנה	VERB	VERB	HebBinyan=HIFIL|HebRoot=פני|VerbForm=Inf|Voice=Act	הִפְנָה	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הָאֶזְרָח	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
6-7	לְשֵׁרוּת	_	_	_	_
6	לְ	ל	ADP	ADP
7	שֵׁרוּת	שירות	NOUN	NOUN	Gender=Masc|Number=Sing	שֵׁרוּת	_
8	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
9	מְזֹהֶה	מזוהה	ADJ	ADJ	Gender=Masc|Number=Sing	מְזֹהֶה	_
10-13	, בְּמִדָּה	_	_	_	_
10	,		PUNCT	PUNCT		,	_
11	 		X	X	DictaNote=Unknown	 	_
12	בְּ	ב	ADP	ADP
13	מִדָּה	מידה	NOUN	NOUN	Gender=Fem|Number=Sing	מִדָּה	_
14-15	וְנִתָּן	_	_	_	_
14	וְ	ו	CCONJ	CCONJ
15	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
16	.		PUNCT	PUNCT		.	_
17	 		X	X	DictaNote=Unknown	 	_

# new_sentence = yes, end_paragraph=no
# text = במידה ולא קיים שירות לא מזוהה, יש לפנות למשרד, לקבלת חלופה.
1-2	בְּמִדָּה	_	_	_	_
1	בְּ	ב	ADP	ADP
2	מִדָּה	מידה	NOUN	NOUN	Gender=Fem|Number=Sing	מִדָּה	_
3-4	וְלֹא	_	_	_	_
3	וְ	ו	CCONJ	CCONJ
4	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
5	קַיָּם	קיים	ADJ	ADJ	Gender=Masc|Number=Sing	קַיָּם	_
6	שֵׁרוּת	שירות	NOUN	NOUN	Gender=Masc|Number=Sing	שֵׁרוּת	_
7	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
8	מְזֹהֶה	מזוהה	ADJ	ADJ	Gender=Masc|Number=Sing	מְזֹהֶה	_
9-11	, יֵשׁ	_	_	_	_
9	,		PUNCT	PUNCT		,	_
10	 		X	X	DictaNote=Unknown	 	_
11	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
12	לִפְנוֹת	פנה	VERB	VERB	HebBinyan=PAAL|HebRoot=פני|VerbForm=Inf|Voice=Act	פָּנָה	_
13-15	לַמִּשְׂרָד	_	_	_	_
13	לַ	ל	ADP	ADP
14	ה_	ה	DET	DET	PronType=Art
15	מִּשְׂרָד	משרד	NOUN	NOUN	Gender=Masc|Number=Sing	מִשְׂרָד	_
16-19	, לְקַבָּלַת	_	_	_	_
16	,		PUNCT	PUNCT		,	_
17	 		X	X	DictaNote=Unknown	 	_
18	לְ	ל	ADP	ADP
19	קַבָּלַת	קבלה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	קַבָּלָה	_
20	חֲלוּפָה	חלופה	NOUN	NOUN	Gender=Fem|Number=Sing	חֲלוּפָה	_
21	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = ההתחברות למערכת ההזדהות הלאומית ניתנת בכמה אופנים.
1-2	הַהִתְחַבְּרוּת	_	_	_	_
1	ה	ה	DET	DET	PronType=Art
2	הִתְחַבְּרוּת	התחברות	NOUN	NOUN	Gender=Fem|Number=Sing	הִתְחַבְּרוּת	_
3-4	לְמַעֲרֶכֶת	_	_	_	_
3	לְ	ל	ADP	ADP
4	מַעֲרֶכֶת	מערכה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	מַעֲרָכָה	_
5-6	הַהִזְדַּהוּת	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	הִזְדַּהוּת	הזדהות	NOUN	NOUN	Gender=Fem|Number=Sing	הִזְדַּהוּת	_
7-8	הַלְּאֻמִּית	_	_	_	_
7	ה	ה	DET	DET	PronType=Art
8	לְּאֻמִּית	לאומי	ADJ	ADJ	Gender=Fem|Number=Sing	לְאֻמִּי	_
9	נִתֶּנֶת	ניתן	VERB	VERB	Gender=Fem|HebBinyan=NIFAL|HebRoot=נתן|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Mid	נִתַּן	_
10-11	בְּכַמָּה	_	_	_	_
10	בְּ	ב	ADP	ADP
11	כַמָּה	כמה	DET	DET		כַּמָּה	_
12	אֳפָנִים	אופן	NOUN	NOUN	Gender=Masc|Number=Plur	אֹפֶן	_
13	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = תקלה בהורדת והתקנת התכנה

1	תַּקָּלָה	תקלה	NOUN	NOUN	Gender=Fem|Number=Sing	תַּקָּלָה	_
2-3	בְּהוֹרָדַת	_	_	_	_
2	בְּ	ב	ADP	ADP
3	הוֹרָדַת	הורדה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	הוֹרָדָה	_
4-5	וְהַתְקָנַת	_	_	_	_
4	וְ	ו	CCONJ	CCONJ
5	הַתְקָנַת	התקנה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	הַתְקָנָה	_
6-7	הַתׇּכְנָה	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	תׇּכְנָה	תוכנה	NOUN	NOUN	Gender=Fem|Number=Sing	תׇּכְנָה	_

# new_sentence = yes, end_paragraph=no
# text = יש לבצע הסרה והתקנה מחודשת לחבילת ההתקנה.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	הֲסָרָה	הסרה	NOUN	NOUN	Gender=Fem|Number=Sing	הֲסָרָה	_
4-5	וְהַתְקָנָה	_	_	_	_
4	וְ	ו	CCONJ	CCONJ
5	הַתְקָנָה	התקנה	NOUN	NOUN	Gender=Fem|Number=Sing	הַתְקָנָה	_
6	מְחֻדֶּשֶׁת	מחודש	ADJ	ADJ	Gender=Fem|Number=Sing	מְחֻדָּשׁ	_
7-8	לַחֲבִילַת	_	_	_	_
7	לַ	ל	ADP	ADP
8	חֲבִילַת	חבילה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	חֲבִילָה	_
9-10	הַהַתְקָנָה	_	_	_	_
9	ה	ה	DET	DET	PronType=Art
10	הַתְקָנָה	התקנה	NOUN	NOUN	Gender=Fem|Number=Sing	הַתְקָנָה	_
11	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = תקלה בחיבור קורא הכרטיסים

1	תַּקָּלָה	תקלה	NOUN	NOUN	Gender=Fem|Number=Sing	תַּקָּלָה	_
2-3	בְּחִבּוּר	_	_	_	_
2	בְּ	ב	ADP	ADP
3	חִבּוּר	חיבור	NOUN	NOUN	Gender=Masc|Number=Sing	חִבּוּר	_
4	קוֹרֵא	קורא	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	קוֹרֵא	_
5-6	הַכַּרְטִיסִים	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	כַּרְטִיסִים	כרטיס	NOUN	NOUN	Gender=Masc|Number=Plur	כַּרְטִיס	_

# new_sentence = yes, end_paragraph=yes
# text = יש לבצע את הפעולות הבאות:

1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הַפְּעֻלּוֹת	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	פְּעֻלּוֹת	פעולה	NOUN	NOUN	Gender=Fem|Number=Plur	פְּעֻלָּה	_
6-7	הַבָּאוֹת	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	בָּאוֹת	בא	ADJ	ADJ	Gender=Fem|Number=Plur	בָּא	_
8	:		PUNCT	PUNCT		:	_

# new_sentence = yes, end_paragraph=yes
# text = כרטיס לא מזוהה

1	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
2	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
3	מְזֹהֶה	מזוהה	ADJ	ADJ	Gender=Masc|Number=Sing	מְזֹהֶה	_

# new_sentence = yes, end_paragraph=no
# text = אנחנו לא מצליחים לזהות את הכרטיס.
1	אֲנַחְנוּ	אני	PRON	PRON	Gender=Fem,Masc|Number=Plur|Person=1|PronType=Prs	הוא	_
2	לֹא	לא	ADV	ADV	Polarity=Neg|PronType=Neg	לֹא	_
3	מַצְלִיחִים	הצליח	VERB	VERB	Gender=Masc|HebBinyan=HIFIL|HebRoot=צלח|Number=Plur|Person=1,2,3|VerbForm=Part|Voice=Act	הִצְלִיחַ	_
4	לְזַהוֹת	זיהה	VERB	VERB	HebBinyan=PIEL|HebRoot=זהי|VerbForm=Inf|Voice=Act	זִהָה	_
5	אֶת	את	ADP	ADP		אֶת	_
6-7	הַכַּרְטִיס	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
8	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לנסות לבצע כניסה במצב גלישה בסתר.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְנַסּוֹת	ניסה	VERB	VERB	HebBinyan=PIEL|HebRoot=נסי|VerbForm=Inf|Voice=Act	נִסָּה	_
3	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
4	כְּנִיסָה	כניסה	NOUN	NOUN	Gender=Fem|Number=Sing	כְּנִיסָה	_
5-6	בְּמַצַּב	_	_	_	_
5	בְּ	ב	ADP	ADP
6	מַצַּב	מצב	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	מַצָּב	_
7	גְּלִישָׁה	גלישה	NOUN	NOUN	Gender=Fem|Number=Sing	גְּלִישָׁה	_
8-9	בְּסֵתֶר	_	_	_	_
8	בְּ	ב	ADP	ADP
9	סֵתֶר	סתר	NOUN	NOUN	Gender=Masc|Number=Sing	סֵתֶר	_
10	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = האם ניתן להמשיך?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
3	לְהַמְשִׁיךְ	המשיך	VERB	VERB	HebBinyan=HIFIL|HebRoot=משׁך|VerbForm=Inf|Voice=Act	הִמְשִׁיךְ	_
4	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=no
# text = יש להוציא את הכרטיס החכם מהקורא ולבצע הפעלה מחדש למחשב. 
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְהוֹצִיא	הוציא	VERB	VERB	HebBinyan=HIFIL|HebRoot=יצא|VerbForm=Inf|Voice=Act	הוֹצִיא	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הַכַּרְטִיס	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
6-7	הֶחָכָם	_	_	_	_
6	ה	ה	DET	DET	PronType=Art
7	חָכָם	חכם	ADJ	ADJ	Gender=Masc|Number=Sing	חָכָם	_
8-10	מֵהַקּוֹרֵא	_	_	_	_
8	מֵ	מ	ADP	ADP
9	ה	ה	DET	DET	PronType=Art
10	קּוֹרֵא	קורא	NOUN	NOUN	Gender=Masc|Number=Sing	קוֹרֵא	_
11-12	וּלְבַצֵּעַ	_	_	_	_
11	וּ	ו	CCONJ	CCONJ
12	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
13	הַפְעָלָה	הפעלה	NOUN	NOUN	Gender=Fem|Number=Sing	הַפְעָלָה	_
14	מֵחָדָשׁ	חדש	ADV	ADV		חָדָשׁ	_
15-17	לַמַּחְשֵׁב	_	_	_	_
15	לַ	ל	ADP	ADP
16	ה_	ה	DET	DET	PronType=Art
17	מַּחְשֵׁב	מחשיב	NOUN	NOUN	Gender=Masc|Number=Sing	מַחְשֵׁב	_
18	.		PUNCT	PUNCT		.	_
19	 		X	X	DictaNote=Unknown	 	_

# new_sentence = yes, end_paragraph=no
# text = לאחר עליית המחשב, יש לחבר בחזרה את הכרטיס החכם ולבצע שוב כניסה.
1	לְאַחַר	לאחר	ADP	ADP		לְאַחַר	_
2	עֲלִיַּת	עלייה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	עֲלִיָּה	_
3-4	הַמַּחְשֵׁב	_	_	_	_
3	ה	ה	DET	DET	PronType=Art
4	מַּחְשֵׁב	מחשיב	NOUN	NOUN	Gender=Masc|Number=Sing	מַחְשֵׁב	_
5-7	, יֵשׁ	_	_	_	_
5	,		PUNCT	PUNCT		,	_
6	 		X	X	DictaNote=Unknown	 	_
7	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
8	לְחַבֵּר	חיבר	VERB	VERB	HebBinyan=PIEL|HebRoot=חבר|VerbForm=Inf|Voice=Act	חִבֵּר	_
9-11	בַּחֲזָרָה	_	_	_	_
9	בַּ	ב	ADP	ADP
10	ה_	ה	DET	DET	PronType=Art
11	חֲזָרָה	חזרה	NOUN	NOUN	Gender=Fem|Number=Sing	חֲזָרָה	_
12	אֶת	את	ADP	ADP		אֶת	_
13-14	הַכַּרְטִיס	_	_	_	_
13	ה	ה	DET	DET	PronType=Art
14	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
15-16	הֶחָכָם	_	_	_	_
15	ה	ה	DET	DET	PronType=Art
16	חָכָם	חכם	ADJ	ADJ	Gender=Masc|Number=Sing	חָכָם	_
17-18	וּלְבַצֵּעַ	_	_	_	_
17	וּ	ו	CCONJ	CCONJ
18	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
19	שׁוּב	שוב	ADV	ADV		שׁוּב	_
20	כְּנִיסָה	כניסה	NOUN	NOUN	Gender=Fem|Number=Sing	כְּנִיסָה	_
21	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לשאול את האזרח אם ניתן לסייע לו בדבר נוסף.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לִשְׁאֹל	שאל	VERB	VERB	HebBinyan=PAAL|HebRoot=שׁאל|VerbForm=Inf|Voice=Act	שָׁאַל	_
3	אֶת	את	ADP	ADP		אֶת	_
4-5	הָאֶזְרָח	_	_	_	_
4	ה	ה	DET	DET	PronType=Art
5	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
6	אִם	אם	CCONJ	CCONJ		אִם	_
7	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
8	לְסַיֵּעַ	סייע	VERB	VERB	HebBinyan=PIEL|HebRoot=סיע|VerbForm=Inf|Voice=Act	סִיֵּעַ	_
9-10	לוֹ	_	_	_	_
9	ל_	ל	ADP	ADP		לְ	_
10	_הוא	הוא	PRON	PRON	Gender=Masc|Number=Sing|Person=3|PronType=Prs
11-12	בְּדָבָר	_	_	_	_
11	בְּ	ב	ADP	ADP
12	דָבָר	דבר	NOUN	NOUN	Gender=Masc|Number=Sing	דָּבָר	_
13	נוֹסָף	נוסף	ADJ	ADJ	Gender=Masc|Number=Sing	נוֹסָף	_
14	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לבצע בדיקת תעודות.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְבַצֵּעַ	ביצע	VERB	VERB	HebBinyan=PIEL|HebRoot=בצע|VerbForm=Inf|Voice=Act	בִּצֵּעַ	_
3	בְּדִיקַת	בדיקה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	בְּדִיקָה	_
4	תְּעוּדוֹת	תעודה	NOUN	NOUN	Gender=Fem|Number=Plur	תְּעוּדָה	_
5	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = יש לנסות לגשת מדפדפן חלופי.
1	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
2	לְנַסּוֹת	ניסה	VERB	VERB	HebBinyan=PIEL|HebRoot=נסי|VerbForm=Inf|Voice=Act	נִסָּה	_
3	לָגֶשֶׁת	ניגש	VERB	VERB	HebBinyan=NIFAL|HebRoot=נגשׁ|VerbForm=Inf|Voice=Mid	נִגַּשׁ	_
4-5	מִדַּפְדְּפָן	_	_	_	_
4	מִ	מ	ADP	ADP
5	דַּפְדְּפָן	דפדפן	NOUN	NOUN	Gender=Masc|Number=Sing	דַּפְדְּפָן	_
6-8	חֲלוּפִי	_	_	_	_
6	חלוף_	חלוף	ADJ	ADJ	Gender=Masc|Number=Sing	חָלוּף	_
7	_של_	של	ADP	ADP	_
8	_אני	אני	PRON	PRON	Case=Gen|Gender=Fem,Masc|Number=Sing|Person=1|PronType=Prs
9	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=yes
# text = האם ניתן להשלים את הפעולה?

1	הַאִם	אם	ADV	ADV	PronType=Int	אִם	_
2	נִתָּן	נתן	AUX	AUX	Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod	נתן	_
3	לְהַשְׁלִים	השלים	VERB	VERB	HebBinyan=HIFIL|HebRoot=שׁלם|VerbForm=Inf|Voice=Act	הִשְׁלִים	_
4	אֶת	את	ADP	ADP		אֶת	_
5-6	הַפְּעֻלָּה	_	_	_	_
5	ה	ה	DET	DET	PronType=Art
6	פְּעֻלָּה	פעולה	NOUN	NOUN	Gender=Fem|Number=Sing	פְּעֻלָּה	_
7	?		PUNCT	PUNCT		?	_

# new_sentence = yes, end_paragraph=yes
# text = בחירת סוג כרטיס חכם

1	בְּחִירַת	בחירה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	בְּחִירָה	_
2	סוּג	סוג	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	סוּג	_
3	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
4	חָכָם	חכם	ADJ	ADJ	Gender=Masc|Number=Sing	חָכָם	_

# new_sentence = yes, end_paragraph=no
# text = במקרה בו נעשה ניסיון כניסה לשירות מאחורי הזדהות ממשלתית בעזרת כרטיס חכם ונטען דף לבן יש לוודא מול האזרח כי נעשית בחירה נכונה של סוגו של הכרטיס החכם.
1-2	בְּמִקְרֶה	_	_	_	_
1	בְּ	ב	ADP	ADP
2	מִקְרֶה	מקרה	NOUN	NOUN	Gender=Masc|Number=Sing	מִקְרֶה	_
3-4	בּוֹ	_	_	_	_
3	ב_	ב	ADP	ADP		בְּ	_
4	_הוא	הוא	PRON	PRON	Gender=Masc|Number=Sing|Person=3|PronType=Prs
5	נַעֲשָׂה	נעשה	VERB	VERB	Gender=Masc|HebBinyan=NIFAL|HebRoot=עשׂי|Number=Sing|Person=3|Tense=Past|Voice=Mid	נַעֲשָׂה	_
6	נִסְיוֹן	ניסיון	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	נִסָּיוֹן	_
7	כְּנִיסָה	כניסה	NOUN	NOUN	Gender=Fem|Number=Sing	כְּנִיסָה	_
8-9	לְשֵׁרוּת	_	_	_	_
8	לְ	ל	ADP	ADP
9	שֵׁרוּת	שירות	NOUN	NOUN	Gender=Masc|Number=Sing	שֵׁרוּת	_
10	מֵאֲחוֹרֵי	מאחורי	ADP	ADP		מֵאֲחוֹרֵי	_
11	הִזְדַּהוּת	הזדהות	NOUN	NOUN	Gender=Fem|Number=Sing	הִזְדַּהוּת	_
12	מֶמְשַׁלְתִּית	ממשלתי	ADJ	ADJ	Gender=Fem|Number=Sing	מֶמְשַׁלְתִּי	_
13-14	בְּעֶזְרַת	_	_	_	_
13	בְּ	ב	ADP	ADP
14	עֶזְרַת	עזרה	NOUN	NOUN	Definite=Cons|Gender=Fem|Number=Sing	עֶזְרָה	_
15	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
16	חָכָם	חכם	NOUN	NOUN	Gender=Masc|Number=Sing	חָכָם	_
17-18	וְנִטְעַן	_	_	_	_
17	וְ	ו	CCONJ	CCONJ
18	נִטְעַן	נטען	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	נִטְעָן	_
19	דַּף	דף	NOUN	NOUN	Gender=Masc|Number=Sing	דַּף	_
20	לָבָן	לבן	ADJ	ADJ	Gender=Masc|Number=Sing	לָבָן	_
21	יֵשׁ	יש	AUX	AUX	VerbType=Mod	יֵשׁ	_
22	לְוַדֵּא	וידא	VERB	VERB	HebBinyan=PIEL|HebRoot=ודא|VerbForm=Inf|Voice=Act	וִדֵּא	_
23	מוּל	מול	ADP	ADP		מוּל	_
24-25	הָאֶזְרָח	_	_	_	_
24	ה	ה	DET	DET	PronType=Art
25	אֶזְרָח	אזרח	NOUN	NOUN	Gender=Masc|Number=Sing	אֶזְרָח	_
26	כִּי	כי	SCONJ	SCONJ		כִּי	_
27	נַעֲשֵׂית	נעשה	VERB	VERB	Gender=Fem|HebBinyan=NIFAL|HebRoot=עשׂי|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Mid	נַעֲשָׂה	_
28	בְּחִירָה	בחירה	NOUN	NOUN	Gender=Fem|Number=Sing	בְּחִירָה	_
29	נְכוֹנָה	נכון	ADJ	ADJ	Gender=Fem|Number=Sing	נָכוֹן	_
30	שֶׁל	של	ADP	ADP		שֶׁל	_
31-33	סוּגוֹ	_	_	_	_
31	סוג_	סוג	NOUN	NOUN	Definite=Def|Gender=Masc|Number=Sing	סוּג	_
32	_של_	של	ADP	ADP	_
33	_הוא	הוא	PRON	PRON	Case=Gen|Gender=Masc|Number=Sing|Person=3|PronType=Prs
34	שֶׁל	של	ADP	ADP		שֶׁל	_
35-36	הַכַּרְטִיס	_	_	_	_
35	ה	ה	DET	DET	PronType=Art
36	כַּרְטִיס	כרטיס	NOUN	NOUN	Gender=Masc|Number=Sing	כַּרְטִיס	_
37-38	הֶחָכָם	_	_	_	_
37	ה	ה	DET	DET	PronType=Art
38	חָכָם	חכם	ADJ	ADJ	Gender=Masc|Number=Sing	חָכָם	_
39	.		PUNCT	PUNCT		.	_

# new_sentence = yes, end_paragraph=yes
# text =

# new_sentence = yes, end_paragraph=no
# text = לאחר סימון השירות, יש ללחוץ על הפעל מחדש.
1	לְאַחַר	לאחר	ADP	ADP		לְאַחַר	_
2	סִמּוּן	סימון	NOUN	NOUN	Definite=Cons|Gender=Masc|Number=Sing	סִמּוּן	_
3-4	הַשֵּׁרוּת	_	_	_	_
3	ה	ה	DET	DET	PronType=Art
